gnomAD_AF	CADD_PHRED	Condel	DANN_score	MetaLR_score	MetaSVM_score	REVEL_score	phastCons100way_vertebrate	phastCons20way_mammalian	phyloP100way_vertebrate	phyloP20way_mammalian	True.Label
2.03e-05	34	0.945	0.998870130765208	0.9869	1.0444	0.984	1	0.987	7.562	0.807	1
8.121102e-06	29.6	0.945	0.998654948314124	0.3063	-0.5574	0.982	1	0.971	9.427	0.953	1
8.121102e-06	29.6	0.945	0.998654948314124	0.3063	-0.5574	0.982	1	0.971	9.427	0.953	1
8.121102e-06	24.5	0.353	0.996627786925904	0.9629	1.0432	0.679	1	0.905	7.911	0.134	1
8.121102e-06	28.5	0.672	0.998501800764748	0.0536	-1.1701	0.196	1	1	2.935	0.953	1
4.064e-06	26.9	0.875	0.994638676922903	0.4575	0.054	0.946	1	0.983	9.246	1.199	1
1.626e-05	34	0.945	0.999243469081302	0.9355	1.0841	0.941	1	0.988	5.505	0.079	1
4.065e-05	33	0.945	0.999069830172999	0.9495	1.0817	0.956	1	0.976	9.893	0.949	1
8.121102e-06	32	0.692	0.998590172257509	0.4687	-0.2519	0.656	1	0.996	6.703	1.048	1
8.121102e-06	27.1	0.919	0.998695386616081	0.2686	-0.4928	0.835	1	1	7.111	1.14	1
8.121102e-06	28.3	0.919	0.997942221204363	0.2669	-0.5335	0.75	1	1	0.8	0.998	1
4.061e-06	34	0.867	0.999408358683059	0.7534	0.6341	0.89	1	0.997	10.003	1.048	1
8.121102e-06	27.8	0.945	0.998636688748897	0.7978	0.9413	0.973	1	0.997	7.568	0.852	1
8.121102e-06	27.9	0.945	0.998651396854734	0.9629	1.1066	0.977	1	1	9.998	1.048	1
8.121102e-06	25.8	0.935	0.99846791288353	0.9729	1.0968	0.77	1	1	2.551	0.935	1
8.121102e-06	32	0.935	0.999447267599259	0.9882	1.0283	0.982	1	1	7.905	0.935	1
8.121102e-06	22.7	0.788	0.993266358133304	0.9709	1.0976	0.983	1	1	9.325	1.199	1
8.121102e-06	31	0.935	0.975480794131922	0.9116	1.0401	0.918	1	0.907	5.831	1.061	1
8.121102e-06	28.3	0.945	0.99868381712755	0.2837	-0.3607	0.54	1	1	7.472	1.199	1
4.062e-06	34	0.945	0.999578881809971	0.7863	0.7976	0.964	1	0.998	7.896	0.852	1
8.121102e-06	20.5	0.326	0.998842345806804	0.274	-0.5795	0.34	1	0.978	4.606	0.964	1
8.121102e-06	4.949	0.673	0.991976912880994	0.0041	-0.7835	0.082	0.001	0.005	0.367	0.135	1
0.0002048	3.139	0.019	0.96107893003958	0.0013	-0.7693	0.066	0.78	0.666	1.815	0.038	1
4.061e-06	34	0.945	0.999315351601737	0.9526	1.0974	0.909	1	0.984	10.003	0.953	1
8.121102e-06	27.7	0.692	0.998668261225455	0.9811	1.0547	0.94	1	1	4.278	1.061	1
8.121102e-06	24.5	0.777	0.996774171989691	0.9767	1.0767	0.867	1	1	3.27	1.045	1
8.121102e-06	26.4	0.796	0.997071680128673	0.3934	-0.2504	0.689	1	0.997	6.848	0.889	1
1.624e-05	34	0.879	0.998749541156689	0.4931	0.1965	0.628	1	0.998	4.406	0.875	1
8.121102e-06	32	0.945	0.990127942935157	0.9768	1.092	0.907	1	0.998	6.942	0.818	1
8.121102e-06	27	0.794	0.998574547208623	0.9795	1.0791	0.948	1	0.999	4.753	0.914	1
8.121102e-06	25.9	0.746	0.996506584307283	0.9797	1.0845	0.862	1	0.978	6.448	0.821	1
4.061e-06	28.2	0.704	0.999311285348923	0.8143	0.7992	0.784	1	0.972	7.447	0.994	1
8.121102e-06	28.2	0.873	0.998450349688285	0.5622	0.1259	0.782	1	0.983	6.429	0.892	1
8.121102e-06	25.6	0.733	0.995848355346672	0.3234	-0.2475	0.837	1	1	6.429	0.892	1
0	24.8	0.733	0.996144094588268	0.3234	-0.2475	0.837	1	1	6.429	0.892	1
8.121102e-06	25.3	0.733	0.995951532552701	0.3234	-0.2475	0.837	1	1	6.429	0.892	1
8.121102e-06	27.5	0.945	0.998429815322946	0.716	0.6118	0.949	1	1	7.553	1.14	1
8.121102e-06	27.7	0.911	0.996298182799769	0.4296	-0.0267	0.818	1	1	6.52	1.011	1
8.121102e-06	24.4	0.59	0.99736052630238	0.5606	0.0419	0.76	0.935	1	0.018	1.14	1
8.121102e-06	24.7	0.59	0.99733754414314	0.5606	0.0419	0.761	0.935	1	0.018	1.14	1
8.121102e-06	28	0.838	0.991405990499027	0.7413	0.6949	0.937	1	1	7.553	1.14	1
8.121102e-06	25.9	0.59	0.99832622962909	0.6644	0.4266	0.898	1	1	7.553	1.14	1
8.121102e-06	28.5	0.832	0.999180525853662	0.6476	0.5017	0.902	1	0.997	6.52	1.011	1
8.121102e-06	20.4	0.82	0.997328677116539	0.5185	0.1418	0.62	1	1	7.427	0.998	1
8.121102e-06	34	0.945	0.998435148888094	0.996	0.9239	0.926	1	0.998	6.172	0.007	1
4.061e-06	31	0.945	0.998236340356664	0.94	1.0881	0.965	1	0.954	8.143	1.048	1
8.121102e-06	27.4	0.822	0.996478369252007	0.1215	-0.9654	0.389	0.618	1	-0.272	0.892	1
8.121102e-06	12.31	0	0.754801533108127	0.054	-1.0118	0.712	1	0.999	4.885	1.199	1
8.121102e-06	24.6	0.549	0.998127095333882	0.2663	-0.2709	0.84	1	1	7.578	0.964	1
8.121102e-06	35	0.803	0.999305608110667	0.5167	0.0933	0.757	1	1	7.473	0.852	1
8.121102e-06	35	0.945	0.999506996897077	0.5066	0.1001	0.731	1	0.989	7.255	0.935	1
8.121102e-06	33	0.919	0.998613146527478	0.2961	-0.4831	0.492	1	1	2.947	0.071	1
8.121102e-06	35	0.935	0.99944420844827	0.8986	1.0401	0.97	1	0.97	9.101	1.048	1
8.121102e-06	34	0.727	0.999147918687012	0.8708	0.8992	0.721	0.998	1	1.681	0.935	1
8.121102e-06	23.8	0.412	0.978722637422319	0.0898	-1.0156	0.351	1	1	2.939	1.042	1
8.121102e-06	28.1	0.855	0.998176816792833	0.9018	0.9715	0.735	1	1	5.068	1.029	1
8.121102e-06	7.498	0.135	0.986991929103741	0.0533	-0.9857	0.295	0.555	0.984	-0.142	-0.47	1
1.635e-05	35	0.945	0.999413692678568	0.9199	1.0746	0.793	0.992	0.998	2.993	0.935	1
8.121102e-06	32	0.919	0.99138498783941	0.3711	-0.1603	0.589	1	0.999	6.268	1.061	1
6.101e-05	24.3	0.287	0.982108439406701	0.0881	-0.9823	0.26	1	0.992	5.89	0.953	1
8.121102e-06	25.6	0.886	0.996114719107535	0.8447	0.7412	0.784	1	0.997	2.527	-0.288	1
8.121102e-06	29.1	0.945	0.998513965521218	0.7679	0.6453	0.787	0.925	0.371	3.367	0.935	1
0.001003	12.62	0.3	0.96580228229131	0.0668	-1.0858	0.257	0.986	0.437	-0.012	-0.972	1
8.121102e-06	27.8	0.892	0.996312781431719	0.2836	-0.5658	0.275	1	1	6.416	0.998	1
8.121102e-06	27	0.935	0.999164858950721	0.3452	-0.1836	0.722	1	1	7.565	1.011	1
8.121102e-06	28.6	0.945	0.999206501999058	0.7085	0.6819	0.919	1	1	7.565	1.011	1
8.121102e-06	28	0.945	0.998811611386246	0.5242	0.2586	0.746	1	1	7.413	1.006	1
8.121102e-06	25.6	0.889	0.997811343508124	0.224	-0.726	0.238	1	1	4.156	0.935	1
8.121102e-06	27.6	0.919	0.998045810824033	0.4124	-0.1761	0.77	1	0.999	5.608	1.194	1
8.121102e-06	34	0.892	0.999359440197388	0.727	0.7865	0.727	1	0.992	7.657	0.843	1
4.094e-06	26.4	0.673	0.993671524306423	0.2359	-0.6453	0.146	1	0.993	9.25	0.998	1
8.121102e-06	26	0.945	0.998944511530217	0.7573	0.8158	0.967	1	0.991	9.901	0.857	1
8.121102e-06	26.3	0.886	0.998715017306412	0.9639	1.1006	0.983	1	0.993	7.732	1.061	1
8.121102e-06	24.7	0.737	0.996660821959947	0.947	1.0284	0.878	1	0.998	6.006	0.143	1
8.121102e-06	26.7	0.897	0.998511466298396	0.9494	1.0831	0.963	1	1	3.159	0.85	1
8.121102e-06	25.1	0.689	0.997729954962926	0.3061	-0.3837	0.44	1	0.456	7.046	0.964	1
8.121102e-06	32	0.945	0.999161181934112	0.5467	0.1636	0.589	1	0.999	7.155	1.199	1
8.121102e-06	7.273	0.015	0.620498021710349	0.1828	-0.9381	0.055	0	0.005	0.649	0.072	1
8.121102e-06	32	0.886	0.998462523518493	0.6215	0.3799	0.801	1	0.999	3.55	1.032	1
8.121102e-06	29.4	0.801	0.997985774050772	0.103	-1.104	0.818	1	0.958	7.695	0.935	1
8.121102e-06	34	0.883	0.999351595368477	0.8437	0.9135	0.981	1	0.998	7.95	1.048	1
3.253e-05	33	0.919	0.999292095735634	0.5061	0.089	0.891	1	1	4.989	1.048	1
8.121102e-06	25.4	0.726	0.997778544138297	0.9793	1.0766	0.928	1	0.998	9.923	1.048	1
8.121102e-06	25.8	0.896	0.968770315677112	0.9286	1.077	0.957	1	1	7.859	0.851	1
8.121102e-06	25.7	0.349	0.985376762084777	0.8049	0.6606	0.599	1	1	3.347	0.851	1
8.121102e-06	23	0.364	0.881658442605193	0.7338	0.3078	0.604	1	0.995	4.068	0.775	1
8.121102e-06	33	0.774	0.993997883893576	0.9706	1.0788	0.936	1	1	7.758	0.867	1
1.629e-05	27.9	0.764	0.995562275677822	0.2452	-0.5271	0.767	1	1	6.61	1.187	1
8.121102e-06	34	0.879	0.999285344995778	0.6542	0.5166	0.836	1	1	7.202	1.197	1
8.128e-06	34	0.873	0.999193102070313	0.6479	0.6256	0.807	0.985	0.636	2.7	0.852	1
8.121102e-06	31	0.875	0.999276295164538	0.3533	-0.4	0.523	1	0.999	8.485	1.199	1
4.066e-06	26.2	0.945	0.997639553951183	0.1814	-0.7598	0.776	1	0.676	8.806	1.14	1
1.624e-05	25.6	0.446	0.99715643681904	0.1168	-0.9392	0.294	0.995	0.995	2.302	0.998	1
8.121102e-06	33	0.945	0.99943165190603	0.9937	0.9321	0.975	1	0.964	9.943	1.045	1
4.062e-06	25	0.84	0.996108822072817	0.2688	-0.3753	0.695	1	0.997	9.102	1.005	1
8.121102e-06	25.3	0.919	0.993843740296215	0.9332	1.0728	0.926	1	0.891	8.684	1.199	1
8.121102e-06	29.1	0.935	0.999004678822997	0.8138	0.8921	0.941	1	0.947	9.923	0.974	1
8.121102e-06	27.2	0.814	0.997916868848513	0.1553	-0.8874	0.286	1	0.996	9.826	0.953	1
8.121102e-06	35	0.945	0.999308565104007	0.1139	-0.9744	0.353	0.997	0.998	3.595	0.935	1
4.061e-06	34	0.945	0.999262805911973	0.8257	0.822	0.701	1	0.999	9.552	1.048	1
8.121102e-06	27.8	0.863	0.997800938966569	0.3465	-0.1288	0.419	1	1	3.788	0.124	1
8.121102e-06	30	0.848	0.991263735606509	0.397	-0.2135	0.859	1	0.999	7.612	1.045	1
5.686e-05	29.6	0.919	0.998059307491496	0.9605	1.0783	0.914	1	0.979	5.451	0.143	1
8.121102e-06	26.9	0.835	0.998533670037252	0.922	1.0676	0.481	1	0.998	5.874	1.061	1
8.121102e-06	28.1	0.793	0.994903270651467	0.2867	-0.466	0.753	1	0.999	5.699	1.048	1
8.544e-05	35	0.853	0.998918084585482	0.908	0.9765	0.495	1	0.999	4.434	1.029	1
8.121102e-06	29.1	0.748	0.998978090123882	0.3538	-0.3162	0.831	0.999	1	8.576	1.199	1
8.121102e-06	27.8	0.848	0.998257950605271	0.4731	0.3315	0.438	1	0.999	7.905	0.071	1
8.121102e-06	14.15	0.756	0.896366677244002	0.0599	-0.9981	0.733	1	0.81	2.772	0.75	1
8.121102e-06	22.7	0.741	0.998094152004604	0.0631	-0.9942	0.771	1	0.984	3.311	0.83	1
8.121102e-06	24.8	0.816	0.994928340413656	0.0673	-0.9629	0.752	1	0.998	4.241	0.741	1
4.873e-05	29.8	0.945	0.999198550495812	0.5639	0.4779	0.723	0.992	0.871	1.915	0.079	1
8.121102e-06	33	0.945	0.999001664822043	0.5068	0.1699	0.566	0.879	0.999	2.011	0.931	1
8.121102e-06	25.9	0.919	0.997030759514782	0.787	0.4973	0.863	1	1	0.623	0.935	1
8.121102e-06	23.6	0.763	0.99826263357675	0.7854	0.7012	0.75	1	0.936	2.238	1.061	1
8.121102e-06	25.5	0.902	0.995962489539397	0.815	0.8048	0.931	1	0.998	9.194	1.199	1
2.436e-05	29.3	0.855	0.999518174946658	0.5734	0.1359	0.646	1	0.982	4.719	0.934	1
8.121102e-06	23.4	0.344	0.974726864551799	0.8605	1.0457	0.789	1	0.997	9.515	0.813	1
8.121102e-06	34	0.945	0.999322085328932	0.29	-0.4864	0.547	1	0.998	9.698	0.993	1
8.124e-06	28	0.812	0.998364760807366	0.8579	1.0174	0.899	1	0.998	8.68	1.199	1
8.121102e-06	28.2	0.877	0.995920304974073	0.2812	-0.3778	0.699	1	0.998	7.905	0.892	1
8.121102e-06	24.7	0.884	0.993799584597868	0.8944	1.0271	0.937	1	1	9.321	1.199	1
8.121102e-06	27.2	0.509	0.998781374874456	0.8547	0.9521	0.709	1	1	1.966	1.048	1
8.121102e-06	25.5	0.945	0.968825232571242	0.9966	0.9084	0.83	1	1	10.003	1.048	1
8.121102e-06	24.4	0.945	0.95798970136457	0.9966	0.902	0.947	1	1	7.905	0.935	1
8.121102e-06	25.3	0.945	0.982321595769686	0.2671	-0.4628	0.596	1	1	8.017	1.061	1
0.0002318	29.2	0.762	0.999235137128992	0.443	-0.1522	0.493	1	0.735	10.003	1.048	1
0.00214	23.7	0.945	0.954349507233878	0.2433	-0.186	0.405	0.989	0.007	4.372	1.187	1
1.218e-05	33	0.945	0.993843943033012	0.9953	0.9198	0.876	1	1	9.362	0.953	1
8.121102e-06	23.8	0.814	0.892557354371224	0.8592	0.9446	0.819	1	0.992	2.167	-0.533	1
8.121102e-06	34	0.841	0.964943357720118	0.9727	1.0695	0.951	1	0.94	6.033	0.935	1
2.502e-05	34	0.705	0.9990960617352	0.9818	1.0422	0.907	1	0.999	4.022	1.048	1
8.121102e-06	23.7	0.825	0.998101782173632	0.5447	0.0372	0.886	0.994	0.997	0.455	1.199	1
8.121102e-06	31	0.935	0.996968297275998	0.4433	-0.0904	0.905	1	0.989	7.545	0.935	1
8.121102e-06	33	0.637	0.998319072868173	0.8796	0.9384	0.757	1	1	7.871	0.935	1
8.121102e-06	35	0.538	0.999456880842807	0.4512	-0.0388	0.412	1	1	5.241	0.935	1
1.219e-05	27.3	0.533	0.99805005189224	0.6473	0.4787	0.684	0.988	0.985	2.212	0.935	1
8.121102e-06	25.7	0.387	0.997258524887602	0.1384	-0.775	0.192	1	1	3.425	1.048	1
8.121102e-06	18.31	0.614	0.995218367634673	0.0624	-1.0232	0.095	0.041	0.33	1.069	0.167	1
6.094e-05	32	0.812	0.999597543605342	0.9855	1.0387	0.973	1	0.967	9.602	1.048	1
6.91e-05	23.8	0.572	0.998004579928045	0.3305	-0.2343	0.557	1	0.998	3.227	0.935	1
0.0001185	26.4	0.945	0.998707617789519	0.9397	1.0621	0.978	0.993	0.989	1.141	0.935	1
4.062e-06	23.3	0.945	0.997730594821134	0.9126	1.0494	0.982	1	0.995	9.114	1.199	1
4.062e-06	35	0.85	0.999524404407921	0.8373	0.7791	0.799	1	0.997	7.478	0.852	1
0.0002845	27.3	0.751	0.99638378150122	0.597	0.285	0.631	0.791	0.441	1.207	0.935	1
8.121102e-06	26.3	0.657	0.9974125711704	0.3477	-0.2563	0.373	1	0.966	1.243	0.065	1
8.149e-06	26	0.861	0.997527262462788	0.8984	0.9544	0.873	0.671	0.962	2.685	1.112	1
8.121102e-06	26.2	0.919	0.983689687556722	0.8979	0.9573	0.691	0.642	0.226	2.058	0.87	1
4.501e-05	34	0.945	0.998789086752716	0.8385	0.9898	0.908	1	1	6.551	1.048	1
8.121102e-06	28.2	0.67	0.983075040201724	0.1896	-0.7795	0.507	1	0.999	7.975	1.011	1
4.206e-06	28.2	0.897	0.998254720463093	0.7811	0.7176	0.906	1	0.976	5.887	1.047	1
8.14e-06	27	0.945	0.999093657828014	0.4422	-0.0345	0.726	1	0.65	7.29	1.011	1
8.121102e-06	25.4	0.935	0.993312562811996	0.9265	1.0482	0.966	1	1	1.679	1.199	1
8.548e-05	26.3	0.831	0.997351295663071	0.9391	1.0587	0.959	1	1	10.003	1.048	1
4.88e-05	27.6	0.787	0.999361798715039	0.452	-0.3794	0.736	1	0.952	6.1	0.935	1
2.458e-05	35	0.945	0.999566346046337	0.9862	1.0248	0.981	1	1	7.598	0.935	1
8.121102e-06	23.3	0.666	0.999243247299621	0.0494	-1.0952	0.719	1	0.984	3.185	0.935	1
8.121102e-06	25.6	0.554	0.998672167420052	0.0235	-0.9989	0.293	1	0.927	9.336	1.048	1
8.121102e-06	26.8	0.945	0.998328609794083	0.3321	-0.4542	0.551	1	1	1.983	1.061	1
8.121102e-06	29.7	0.945	0.999431468431112	0.9758	1.0847	0.968	1	1	9.823	0.98	1
8.121102e-06	33	0.945	0.999156089908513	0.9976	0.8893	0.937	1	0.985	7.903	0.892	1
8.121102e-06	28.8	0.911	0.999011537306248	0.9805	1.0588	0.964	1	1	9.995	0.998	1
8.121102e-06	34	0.886	0.999518653973133	0.9628	1.1095	0.966	1	0.98	7.903	0.892	1
8.121102e-06	28.2	0.797	0.994053915331946	0.9617	1.103	0.869	1	0.147	7.903	0.892	1
8.153e-06	35	0.821	0.999539112716354	0.9863	0.98	0.983	1	0.996	7.903	0.852	1
8.121102e-06	26.2	0.902	0.998448259943263	0.9548	1.1037	0.98	1	0.955	8.015	0.964	1
8.121102e-06	25.9	0.895	0.996837855794073	0.9811	1.0273	0.935	1	0.976	9.322	1.199	1
8.121102e-06	33	0.823	0.999181541938318	0.9476	1.09	0.913	1	0.999	9.999	1.048	1
8.121102e-06	27.8	0.385	0.995145831267266	0.842	0.5417	0.683	1	0.999	5.844	1.048	1
8.121102e-06	25.9	0.365	0.960788347731908	0.9589	1.1223	0.78	1	0.941	6.275	1.199	1
8.121102e-06	28	0.8	0.994851932633763	0.9885	0.9813	0.954	1	0.993	9.937	1.048	1
8.121102e-06	27.5	0.896	0.995354048775596	0.9764	1.0769	0.952	1	0.951	9.999	1.048	1
8.121102e-06	28.5	0.935	0.996401046920065	0.9882	0.9686	0.941	1	1	9.322	1.088	1
8.121102e-06	25	0.811	0.997896118134438	0.9787	1.0975	0.877	1	1	1.285	0.807	1
8.121102e-06	24.1	0.867	0.9976945056902	0.9061	1.0704	0.872	1	1	6.662	0.902	1
8.121102e-06	26.7	0.906	0.998439751650791	0.9877	1.0213	0.834	0.993	0.998	0.239	0.14	1
8.121102e-06	35	0.882	0.999591438783264	0.7511	0.6685	0.967	1	0.995	7.898	0.802	1
8.121102e-06	2.837	0.021	0.36193679844425	0.093	-0.9649	0.235	1	1	4.143	1.199	1
8.121102e-06	27.7	0.945	0.998237115119433	0.9593	1.1097	0.976	0.804	1	-0.024	0.038	1
8.121102e-06	34	0.945	0.999560278779693	0.9649	1.0914	0.958	1	1	10.003	1.048	1
8.121102e-06	29.2	0.935	0.995753500795674	0.9475	1.0912	0.984	1	1	7.905	0.935	1
8.121102e-06	34	0.935	0.999060814653809	0.8086	0.7548	0.864	1	0.953	7.282	0.876	1
8.121102e-06	25.6	0.945	0.997766417328917	0.9888	0.9755	0.994	1	0.997	9.663	0.902	1
8.121102e-06	25.7	0.945	0.998808154065089	0.9889	1.0017	0.998	1	0.998	9.27	0.998	1
8.121102e-06	27.8	0.935	0.998390484356869	0.9935	0.9527	0.986	1	0.993	8.014	1.048	1
8.121102e-06	26.2	0.945	0.99866545896078	0.9919	0.9653	1	1	0.995	10.003	1.048	1
8.121102e-06	27.4	0.883	0.997375000022129	0.8861	1.058	0.859	1	0.996	2.269	0.935	1
8.121102e-06	12.33	0.005	0.98702496180976	0.569	0.0831	0.542	1	1	3.288	1.061	1
8.121102e-06	33	0.935	0.997584134987026	0.9032	1.0002	0.886	1	0.997	6.165	0.935	1
8.121102e-06	30	0.884	0.999234153098767	0.6871	0.4861	0.797	1	0.728	6.71	1.048	1
8.121102e-06	31	0.892	0.998501452506098	0.8459	0.7537	0.923	1	0.95	4.029	0.935	1
8.121102e-06	18.16	0.01	0.997635399076971	0.3691	-0.4044	0.34	1	0.946	6.127	1.061	1
8.121102e-06	22.7	0.032	0.998020914246995	0.264	-0.6088	0.727	1	0.998	6.186	1.061	1
