True.Label	gnomAD_AF	DANN_score	MetaLR_score	MetaSVM_score	REVEL_score	phastCons100way_vertebrate	phastCons20way_mammalian	phyloP100way_vertebrate	phyloP20way_mammalian	Condel	CADD_PHRED	ada_score	rf_score	group
0	4.062e-06	0.609081976227925	0.4543	-0.4981	0.194	0.018	0.257	-0.152	0.835	0	0.013	1.26848964498332e-05	0.002	8
0	8.121102e-06	0.996610323783806	0.4195	-0.1215	0.366	1	0.994	6.164	1.199	0.69530903177194	32	0.99965147251577	0.95	8
0	0.00294	0.998364100474265	0.0351	-1.1434	0.094	1	0.975	5.24	1.058	0.24041165679981	23.9	0.0517529794319404	0.546	2
1	8.121102e-06	0.998783368467539	0.9808	1.0488	0.956	1	0.955	5.659	0.964	0.883	32	0.267433909291537	0.468	4
0	4.873e-05	0.998647827519626	0.3271	-0.4098	0.299	1	1	7.485	0.932	0.945	34	0.999346573935612	0.83	3
1	8.121102e-06	0.999158878028941	0.8842	1.005	0.862	1	0.98	8.294	1.199	0.945	33	0.844104192248277	0.781540413813877	3
0	0.0547	0.99449560606796	0.0146	-1.1024	0.136	0.989	0.939	2.288	0.953	0.242	20.3	0.0053793308228864	0.022	3
0	0.5268	0.975635262593784	0	-0.9026	0.038	0.001	0	0.172	0.36	0.828	18.61	0.000413971311816116	0.024	9
1	8.121102e-06	0.969160000867534	0.964	1.0981	0.913	1	0.977	5.915	1.199	0.801	23.4	0.696617238725113	0.66388580342748	8
1	8.121102e-06	0.993895509266392	0.9774	1.0601	0.972	1	0.977	5.915	1.199	0.906	24	0.74240882627931	0.700580015068007	7
1	8.121102e-06	0.999254306876803	0.9779	1.0473	0.953	1	0.988	6.077	0.935	0.945	32	0.0752803457761091	0.356	1
1	8.121102e-06	0.989929612358125	0.8326	0.6642	0.502	1	0.981	3.688	1.088	0.24	23.3	0.999009126821569	0.99	9
1	8.121102e-06	0.998529956916317	0.979	1.0523	0.96	1	0.99	5.732	0.852	0.742	28	0.791548412016514	0.741426658855263	7
0	0.003669	0.999160336999981	0.0949	-0.7771	0.318	1	0.981	2.76	0.852	0.603	27.3	0.419913751615882	0.39385797332709	7
1	8.121102e-06	0.998699090282853	0.6295	0.5079	0.859	1	0.996	5.518	0.934	0.747	33	0.999997871243653	1	8
0	0.0001747	0.929997376418184	0.1013	-0.9876	0.271	1	0.982	6.28	1.026	0.384	23	0.00242974918007844	0.088	10
1	8.121102e-06	0.994399942963996	0.044	-1.088	0.03	1	0.938	6.024	1.048	0.049	22.3	0.994284759673307	0.906	3
0	0.008882	0.99765170278625	0.0552	-1.0713	0.113	1	0.978	2.452	0.891	0.702	26.3	0.351983921597035	0.342223171513968	2
0	0.002587	0.979622153493681	0.4697	0.1539	0.504	1	0.984	1.611	0.964	0.03	21.3	0.965273686715469	0.694	6
0	0.005313	0.992836478533499	0.7401	0.3602	0.432	1	0.995	1.171	1.061	0.674	13.63	0.999232484846239	0.956	5
0	0.02536	0.998371881345304	0.0195	-1.0837	0.062	1	1	3.95	0.902	0.019	14.19	0.931657679589572	0.79	6
1	0.0007217	0.999136965801358	0.9587	1.1338	0.955	1	0.977	1.894	1.061	0.945	32	0.0222801148550698	0.278	6
1	4.063e-06	0.998433160308345	0.9618	1.0979	0.97	1	0.991	7.86	1.061	0.945	26.3	0.72646038773566	0.706	1
0	0.02182	0.604622810717512	0.2775	-0.8078	0.21	0.802	0.341	-0.167	-1.627	0.05	17.52	0.000105865355962374	0.044	2
1	8.121102e-06	0.999219781334761	0.7501	0.7741	0.933	1	0.99	9.602	1.048	0.889	34	0.987980250731779	0.884	2
1	8.121102e-06	0.999132242969291	0.7263	0.6369	0.743	1	0.301	2.925	1.048	0.802	29.1	0.97205340312869	0.68	5
0	4.063e-06	0.998491515074615	0.4215	0.0852	0.307	1	1	5.311	1.048	0.875	29.5	0.998071199095464	0.926	6
0	8.121102e-06	0.994535045447823	0.9495	1.0477	0.833	1	0.949	8.006	1.045	0.703	27.1	0.930136240732987	0.702	10
0	4.067e-06	0.722419905293198	0.4955	-0.3962	0.327	1	0.981	4.326	0.886	0.043	15.78	0.00805003159286394	0.256	9
1	8.121102e-06	0.998369322607583	0.5536	0.2879	0.943	1	0.99	7.343	1.061	0.863	28	0.805914365677955	0.74935078545337	9
1	8.121102e-06	0.997840464354319	0.9173	1.0592	0.924	1	0.993	4.322	0.935	0.74	25.5	0.0433236649615635	0.324	6
0	8.121102e-06	0.996364940778909	0.3353	-0.2745	0.584	1	0.996	8.947	1.199	0.846	24	0.88306752637654	0.548	4
1	0	0.996399953039703	0.887	0.955	0.816	1	0.968	3.531	0.935	0.47	31	0.999891296479361	0.964	7
1	0.002958	0.998489942232989	0.5401	0.1476	0.954	1	0.98	4.511	0.935	0.911	29.4	0.994751237040981	0.792	5
1	4.062e-06	0.99625014618771	0.9109	1.0613	0.964	1	1	8.814	1.199	0.945	25.7	0.791528345676466	0.741935354413874	3
1	1.218e-05	0.976814905575204	0.6816	0.1314	0.572	1	1	5.711	1.194	0.255	20.9	0.999587396229365	0.982	5
0	0.9872	0.858380479274088	0	-0.9256	0.326	1	0.998	5.829	0.069	0.198298678933043	5.36	0.162919422514462	0.192704471449231	7
1	8.121102e-06	0.989327682413435	0.3735	-0.5007	0.166	1	0.992	2.302	0.935	0.447156154184893	21.1	0.999966447551899	0.998	9
0	8.121102e-06	0.980414574585345	0.4196	-0.1522	0.449	1	0.962	4.716	1.061	0.530183988214213	23	0.99032424899499	0.792	8
0	0.004318	0.997958389813105	0.0658	-0.9025	0.257	1	0.998	7.676	1.048	0.323	25.5	0.994167316582173	0.886	4
0	0.8475	0.807142658993556	0.0363919445453563	-0.973174764003183	0.113966089653811	0.658209993397146	0.601502047205064	1.91150859802669	0.264665663174641	0.194993987632077	14.58	0.19351729460921	0.224537957579303	1
1	0.001385	0.999209773017363	0.8984	0.9835	0.887	1	0.891	7.03	0.935	0.861	34	0.998112848923238	0.862	5
0	0.0009799	0.996092834723811	0.6269	0.016	0.25	1	0.999	1.814	0.852	0.018	23.2	0.368956749901379	0.43	7
0	0.04812	0.993096705712684	0.0018	-1.176	0.067	0.761	0.909	0.933	0.182	0.821	26.9	0.490777042300691	0.588	10
0	0.1112	0.185764037665005	0	-0.944	0.04	0.984	0.902	2.734	-0.166	0	7.188	6.6426843556079e-06	0	8
0	4.879e-05	0.979809467462425	0.3937	-0.1247	0.484	1	0.941	4.823	0.852	0.36	21.8	0.041437925805472	0.284	10
0	0.003363	0.940341627389836	0.0988	-0.6137	0.401	0	0.026	-7.358	-0.437	0.059	3.991	0.257394758119961	0.277269005102449	5
0	0.001011	0.546912977914178	0.0947	-0.9963	0.084	0	0.18	-0.541	-0.224	0.009	0.002	0.000116943208267231	0.004	3
0	8.121102e-06	0.985473752744165	0.1388	-1.0544	0.188	0.997	0.998	0.438	-0.262	0.042	12.54	0.000154290790904112	0.004	1
1	2.859e-05	0.996940938272061	0.6732	0.1027	0.756	1	1	9.354	1.048	0.761	24.5	0.999977197042109	0.968	4
0	8.121102e-06	0.980637289125007	0.0171	-0.9025	0.294	1	1	5.852	0.935	0.841	33	0.969307402085628	0.716	2
1	8.121102e-06	0.994776561724844	0.8829	0.9442	0.887	1	0.998	5.781	0.935	0.766	29.6	0.999910534253754	1	9
0	8.189e-06	0.950094924682172	0.0854	-1.0389	0.244	0.449	0.003	1.162	0.077	0.265	16.31	0.243839591915035	0.273312765449068	8
0	0.006126	0.993762007689425	0.6591	0.3079	0.499	1	0.85	7.674	0.964	0.872	29.2	0.463340579943709	0.61	5
0	0.2133	0.692372867372553	0.0285	-1.0461	0.032	1	1	2.628	0.964	0.001	6.488	0.19005021483361	0.220911193217791	9
0	0.006702	0.978347109776767	0.0116	-0.9981	0.065	1	0.999	4.474	0.953	0.029	20.9	0.0869435466900942	0.208	4
0	8.121102e-06	0.98864163852685	0.0103	-1.0274	0.08	1	0.572	3.325	0.126	0.349	14.71	0.000964526728676814	0.036	6
0	0.002771	0.997706312056906	0.2366	-0.5588	0.195	0.741	1	2.297	1.194	0.742	28.6	0.931828218453604	0.818	8
1	8.121102e-06	0.141521834254267	0.6393	0.0983	0.577	1	0.993	2.103	1.061	0.004	11.87	0.000125169099207967	0.102	3
1	0.002957	0.996216672960706	0.7249	0.6419	0.759	1	0.994	7.449	0.935	0.762	33	0.998015403814259	0.84	10
1	8.122e-06	0.781970548636179	0.0958	-0.9705	0.454	0	0.735	-2.33	-1.198	0.056	10.19	3.47298668183006e-05	0	4
1	2.473e-05	0.816360262137734	0.2756	-0.6456	0.274	0.018	0.347	2.852	0.237	0.416	16.71	0.000659107645897668	0.054	6
1	0	0.986193025499317	0.5561	0.1178	0.794	1	0.628	7.877	1.061	0.386	23.1	0.999483794873992	0.994	8
1	2.039e-05	0.99718156133798	0.2303	-0.7605	0.354	0.932	0.993	1.88	0.935	0.037	22.8	0.553744235407806	0.540099241366585	10
1	4.061e-06	0.998829434169645	0.819	0.8236	0.928	1	0.988	9.325	1.088	0.646	33	0.296133594613774	0.58	8
0	8.121102e-06	0.540138230329305	0.1845	-0.7326	0.199	0.001	0.013	0.552	0.141	0.007	0.002	0.000671559744094928	0.018	10
1	0.004427	0.997206372870624	0.4371	0.0632	0.798	1	0.959	7.041	0.935	0.527	26.7	0.987838448329958	0.934	7
1	8.121102e-06	0.99888003714572	0.6629	0.4425	0.833	1	0.998	9.932	1.048	0.831	24.5	0.994019616166899	0.752	10
1	8.121102e-06	0.997502624907139	0.8742	0.8806	0.857	1	0.384	6.929	0.935	0.821	26.8	0.999997551188445	1	4
1	8.121102e-06	0.995038578898612	0.457	-0.1156	0.41	1	1	4.251	1.048	0.049	23.1	0.701455869077513	0.504	8
0	0.1101	0.826343123057914	0.0082	-0.9582	0.059	0.021	0.064	1.155	0.636	0.038	9.393	0.000226609932559444	0.002	5
0	0.4431	0.626048681818582	0.243	-1.0674	0.225	1	0.115	0.929	-0.799	0.042	0.083	0.000176292589884635	0.01	10
0	0.0008529	0.997210112349932	0.1303	-0.9199	0.201	1	0.832	3.995	1.048	0.044	22.7	0.935791812820743	0.692	1
0	0.001616	0.788073990780106	0.0336819939289052	-0.97428577594347	0.111278652067859	1	0.83	3.885	0.185	0.002	0.205	0.191232714056893	0.220728186605663	1
0	0.0003127	0.998351833565849	0.0046	-0.6043	0.095	1	0.973	3.156	0.135	0.381	24.4	0.928368208428295	0.728	6
0	0.002596	0.779539091421337	0.0219	-1.0653	0.047	1	0.998	4.996	0.925	0.008	12.5	0.0206956358008089	0.06	8
0	0.4247	0.997035130583711	0.0217	-1.0585	0.036	0.977	0.905	2.546	0.855	0.267	24.2	0.99883593497791	0.324	10
1	8.121102e-06	0.971827437382157	0.9032	1.0448	0.745	1	0.719	3.178	0.721	0.424	23	0.999988514097171	0.998	10
1	7.318e-05	0.998930378929435	0.9683	1.0582	0.817	1	0.722	1.048	0.803	0.818	29.6	0.629631305456065	0.604	1
1	8.121102e-06	0.997368953276903	0.9828	1.064	0.891	1	0.715	4.54	0.803	0.945	26.4	0.096346218067355	0.434	2
1	8.121102e-06	0.997467236423128	0.9828	1.064	0.891	1	0.715	4.54	0.803	0.945	26.5	0.23174932390214	0.642	2
1	8.121102e-06	0.998527141381714	0.9793	1.0837	0.964	1	0.994	5.091	0.816	0.906	27.1	0.528459318077224	0.536	1
1	0.002323	0.997092703047433	0.9033	1.0356	0.673	1	0.99	4.359	0.916	0.401	22.7	0.571264707001526	0.394	6
1	0.005964	0.965502442739169	0.8792	0.9025	0.731	1	0.877	1.87	0.914	0.278	22.2	0.00784241741786367	0.094	6
1	1.226e-05	0.994716882242295	0.9674	1.0975	0.864	1	0.414	7.943	0.941	0.881	25.1	0.769348338716817	0.713947003862743	9
1	8.121102e-06	0.990815185533468	0.9807	1.0989	0.892	1	0.783	5.055	0.068	0.72	23.6	0.0400507743898383	0.238	6
1	5.28e-05	0.999176449982208	0.9471	1.0517	0.941	1	0.997	7.897	0.925	0.646	29.8	0.999978878209199	1	7
1	8.121102e-06	0.999060478736786	0.8367	0.8801	0.931	1	0.985	7.889	1.061	0.906	27.8	0.196257340763857	0.5	2
1	8.121102e-06	0.997582948373603	0.9527	1.0976	0.898	1	0.972	9.957	1.048	0.873	28.9	0.999997027211528	1	10
1	4.082e-06	0.995110248209649	0.9695	1.0995	0.933	1	0.997	7.841	1.048	0.897	28.9	0.99800496627971	0.948	3
0	0.01621	0.999074663529798	0.1083	-0.998	0.136	0.887	0.93	1.052	0.935	0.604	34	0.996436173753388	0.786	10
1	8.121102e-06	0.9993466886821	0.975	1.0432	0.961	1	1	7.376	0.935	0.945	35	0.823937984809845	0.761911926284423	6
1	8.121102e-06	0.999022113365657	0.9607	1.1091	0.897	0.998	0.993	3.076	0.913	0.906	27.9	0.896989312094876	0.774	8
1	8.121102e-06	0.997665421711522	0.6426	0.3095	0.678	1	1	1.798	1.048	0.491	23.7	0.999766050387768	0.868	5
1	8.121102e-06	0.997974286534447	0.1139	-1.011	0.53	1	0.99	2.621	0.935	0.323	22.6	0.999203657283563	0.878	3
1	8.121102e-06	0.991271988123942	0.4168	-0.115	0.688	1	0.998	8.754	1.048	0.945	33	0.938471807080701	0.686	4
0	4.097e-06	0.9843380754678	0.6035	0.1672	0.281	0.929	0.099	1.413	1.048	0.406	13.85	0.326565400191658	0.383995725889432	6
0	0.0003355	0.992553840538164	0.0227	-1.0159	0.051	0.972	0.039	0.786	0.135	0.171	0.632	0.211149718319806	0.24055525421756	3
0	0.06184	0.183342558580362	0.0599	-1.0908	0.022	0	0.016	-0.647	-0.246	0.036	0.003	2.40886065434894e-05	0	5
0	0.003502	0.421116055639617	0.0163	-0.9605	0.029	0	0.114	0.964	-1.252	0.009	0.006	0.171287438012558	0.201878424906628	9
0	8.121102e-06	0.997942260775081	0.2353	-0.6198	0.327	1	0.997	2.28	1.193	0.577	27.1	0.836187178422421	0.74	2
1	2.551e-05	0.996709987651327	0.6641	0.4462	0.748	1	0.818	5.769	0.935	0.746	24.9	0.993572159838376	0.914	5
0	0.2817	0.823594899974627	0	-0.9364	0.01	0.142	0.005	0.035	-0.569	0.05	0.331	0.000254913577273367	0.022	8
1	2.044e-05	0.999215685602184	0.9814	1.0469	0.904	1	1	3.082	1.048	0.865	35	0.999436086788881	0.926	2
1	8.121102e-06	0.988139077529682	0.9856	1.0244	0.909	1	0.998	1.134	0.935	0.764	31	0.99423952449194	0.958	2
1	8.121102e-06	0.997559626776599	0.9779	1.0854	0.927	1	0.85	4.325	0.721	0.738	31	0.99995629688603	0.948	8
1	4.887e-05	0.996651849462719	0.6424	0.6103	0.707	1	0.983	2.512	0.935	0.621	25.9	0.581804873682714	0.578	7
0	2.032e-05	0.999507098501176	0.2423	-0.537	0.262	0.69	0.958	1.45	0.852	0.945	35	0.630093253305829	0.566463071650813	9
0	0.00435	0.959144401167638	0.0026	-0.9797	0.082	0.167	0.998	0.327	1.073	0.05	14.06	0.178138400795338	0.210306335142386	5
0	0.002286	0.950307709854041	0.0362	-1.072	0.118	1	0.992	1.768	-0.005	0.42	26.5	0.0841297706221753	0.246	2
0	0.0009992	0.996162613531019	0.4745	0.2398	0.78	1	1	7.65	0.913	0.547	24.2	0.159927561013546	0.414	9
0	0.3789	0.998243215044293	0	-0.9315	0.142	1	0.992	8.497	1.199	0.165	24.5	0.172909832263898	0.434	2
1	8.121102e-06	0.99815382826378	0.1419	-0.8895	0.134	1	0.99	7.521	0.89	0.537	28.6	0.967448672983359	0.778	8
1	8.121102e-06	0.976509612634446	0.2289	-0.8876	0.397	0	0.014	0.294	1.199	0.687	8.162	0.381122948632887	0.409196574667743	9
1	8.121102e-06	0.999010050416735	0.7811	0.6024	0.656	1	0.605	9.344	0.998	0.828	24.3	0.99999455492526	0.998	3
1	0.0002119	0.984010600185462	0.9454	1.077	0.888	1	0.969	9	1.048	0.811	24.5	0.998965678464328	0.886	7
1	4.061e-06	0.998567928378526	0.9487	1.0912	0.934	1	0.948	7.861	0.935	0.935	27.7	0.0319814938750606	0.162	10
0	8.121102e-06	0.592922818959438	0.0496	-1.0553	0.073	0.997	0.933	2.5	0.902	0.012	11.94	0.142348190014202	0.197414659769793	8
0	4.301e-06	0.987138288873035	0.1222	-1.0019	0.059	1	1	5.816	1.048	0.054	23	0.999956590300069	0.968	3
0	0.01325	0.961459756681841	0.0247	-1.0689	0.012	0.813	0.661	1.883	0.935	0.037	16.66	0.00133019573337081	0.06	1
1	4.061e-06	0.994750067528394	0.2084	-0.5749	0.253	1	0.585	4.743	0.042	0.597	24.7	0.999998176235924	0.992	9
0	8.121102e-06	0.999297551598212	0.5476	0.2061	0.485	1	0.997	7.905	0.935	0.889	33	0.977626855069781	0.858	10
0	0.1743	0.989258464963588	0	-0.9774	0.247	1	0.812	7.959	1.199	0.857	23.4	0.262384448286506	0.274245601041059	7
0	0.8199	0.161384167159148	0	-1.0132	0.021	0	0	-3.998	-3.67	0.001	0.001	0.116224396076013	0.1571209900458	4
0	0.0002053	0.960347984000566	0.0241	-1.0265	0.028	0.99	0.939	1.241	-0.689	0.364	22.6	2.17490963716952e-05	0.104	5
0	8.121102e-06	0.900743908517216	0.0547	-1.0338	0.122	1	0.925	2.291	1.061	0.008	15.88	0.00403244126245488	0.024	2
1	8.121102e-06	0.996386931148202	0.2768	-0.5449	0.49	1	0.979	1.857	0.935	0.018	22.5	0.999938417526363	0.982	8
1	8.121102e-06	0.998798347305137	0.8375	0.7278	0.775	1	0.998	8.788	0.953	0.838	28.7	0.993996412939268	0.92	5
1	8.121102e-06	0.995883400138749	0.2729	-0.6524	0.381	1	0.883	6.46	0.122	0.889	24.6	0.999497483166134	0.96	6
1	8.121102e-06	0.985374827648475	0.2325	-0.4628	0.354	1	0.442	7.214	0.935	0.897	28.4	0.999983904467357	0.992	4
1	8.121102e-06	0.998864116077524	0.6411	0.3401	0.674	1	0.157	7.428	0.935	0.682	29.1	0.970956838110807	0.826	5
1	3.277e-05	0.989817728219147	0.5683	0.2206	0.858	1	1	6.631	1.14	0.935	29.7	0.647989732464733	0.42	5
1	8.121102e-06	0.997565288266207	0.4322	-0.1663	0.574	1	1	3.469	0.935	0.945	28.7	0.694854436336085	0.642679634643168	7
0	0.0004776	0.995070291745904	0.2241	-0.4887	0.297	1	0.998	5.969	1.051	0.83	25.1	0.0179755451580212	0.166	3
1	8.121102e-06	0.996998911173127	0.5148	-0.0932	0.731	1	0.999	5.605	0.892	0.945	34	0.99979924241787	0.998	4
0	0.005928	0.958753236992506	0.0064	-1.0463	0.069	0.93	0.999	-0.087	0.222	0.349	17.09	0.187701869925115	0.214026316868098	2
0	0.002455	0.994786732555501	0.0688	-0.8183	0.233	0.838	0.975	1.627	1.061	0.856	23.4	0.0155510437880159	0.074	10
0	0.001369	0.998848403915262	0.2292	-0.6254	0.44	1	1	9.602	0.902	0.813	31	0.941653721462052	0.87	4
0	0.03535	0.929673753262218	0	-1.0808	0.302	1	0.05	0.995	-1.097	0.704	22.9	0.000608512907483329	0.052	5
1	8.121102e-06	0.993602624506711	0.9808	1.0263	0.983	1	0.958	5.932	0.781	0.945	34	0.999973577393075	0.928	4
1	8.121102e-06	0.996621461962988	0.9787	1.0304	0.983	1	0.958	5.932	0.781	0.945	33	0.999990987799936	1	5
1	8.121102e-06	0.992072750098097	0.7255	0.317	0.722	1	0.983	7.905	0.867	0.406	23.4	0.373487654072362	0.392	1
1	8.121102e-06	0.91960517437488	0.5474	0.1217	0.718	1	0.998	5.931	0.982	0.254	22.7	0.997376662052731	0.768	8
1	8.121102e-06	0.997729711156276	0.1632	-0.842	0.443	1	0.982	6.156	0.847	0.583	34	0.976443679439385	0.84	5
0	0.001375	0.723193623560656	0.2138	-0.7998	0.223	0.998	0.807	0.786	-0.312	0.261	9.059	4.4164011167472e-05	0.058	4
1	2.038e-05	0.999474008159009	0.7395	0.525	0.702	1	0.487	5.083	0.807	0.935	33	0.999994807411868	0.986	6
0	0.007375	0.976910384697544	0.0036	-1.0206	0.067	0.994	0.556	2.455	0.146	0.323	15.27	0.180076501032977	0.209002277416529	7
1	8.121102e-06	0.999336899843047	0.4947	-0.053	0.658	1	1	6.878	0.935	0.72	27.9	0.999983592797283	0.974	2
0	0.7236	0.746251374539309	0	-1.0445	0.026	0	0.869	-1.606	-0.331	0	1.763	0.129890841380776	0.166213319363468	10
0	8.121102e-06	0.987283852432931	0.4415	-0.2376	0.428	1	0.994	7.879	0.852	0.619	26.4	0.908997492539332	0.782	4
1	4.254e-05	0.998775725350747	0.9347	1.0734	0.943	1	0.976	7.852	0.935	0.935	34	0.996756483080406	0.866	9
1	8.121102e-06	0.983941526887347	0.9677	1.0934	0.868	1	0.304	10.003	1.048	0.897	27.3	0.999941299068407	0.978	6
0	0.002107	0.796827857169805	0.0709	-0.9423	0.164	0.088	0.018	-0.005	-1.132	0.002	0.511	0.00211432990728279	0.046	9
1	8.121102e-06	0.998337495939119	0.9911	0.9558	0.96	1	0.993	7.263	1.061	0.945	26.9	0.99970888947985	0.996	4
1	8.121102e-06	0.999259414513533	0.2196	-0.6401	0.372	1	1	7.904	0.934	0.935	29.9	0.793121054624217	0.679716284483712	9
0	0.0008367	0.978334755546982	0.1701	-0.7424	0.163	0.994	0.163	3.528	1.088	0.897	23.7	0.36263213787628	0.355048276259764	1
0	8.121102e-06	0.953156409212555	0.0695	-1.0914	0.198	1	0.994	7.261	1.091	0.035	19.56	0.528822681940634	0.476	7
0	0.1368	0.210460378256684	2e-04	-1.0801	0.01	0	0	-2.498	-1.411	0.037	0.003	2.14436240329945e-05	0.002	1
0	0.00356	0.997281858980648	0.6611	0.5058	0.806	1	0.917	8.887	1.185	0.935	23.7	0.989744973473914	0.888	8
1	8.121102e-06	0.982853316961378	0.6156	-0.0539	0.495	0.006	0.082	0.058	-0.672	0.532	18.02	1.83918845383897e-05	0.036	4
0	0.9743	0.461193886050474	0	-0.9579	0.065	0.998	0.984	3.046	0.131	0.001	9.563	5.96196365945411e-05	0.132	9
0	0.01559	0.941215680643386	0.1501	-0.8142	0.341	1	1	4.49	0.902	0.309	21.6	0.929985042939733	0.674	1
0	0.5501	0.989174472648915	0	-0.9246	0.357	1	0.594	4.083	1.058	0.323	22.9	0.21638720149181	0.238887833214277	2
0	0.4806	0.146345110001117	0	-0.9244	0.301	1	0.992	3.698	0.244	0	16.29	0.167796078331637	0.199564628776754	7
0	8.121102e-06	0.998274116247816	0.6687	0.5769	0.665	1	0.929	7.762	1.038	0.871	23.4	0.96823576807896	0.77	2
1	4.068e-06	0.995249291887391	0.8813	1.0335	0.931	1	0.998	4.784	1.058	0.945	28.4	0.786163636456357	0.733888260038266	8
0	0.0029	0.99627450877538	0.4808	-0.4017	0.315	1	0.997	8.142	1.048	0.042	24	0.991921275443646	0.722	3
0	0.9958	0.0761081390069668	0	-1.0022	0.012	0	0.001	-1.529	-0.729	0	0.001	3.34857230003642e-05	0.062	1
1	8.121102e-06	0.998585479721115	0.617	0.3044	0.75	1	1	10.003	1.048	0.896	28.9	0.999990696831258	0.992	9
1	8.121102e-06	0.991740955272821	0.6101	0.3218	0.929	1	0.997	8.017	1.061	0.945	25.7	0.926525760570752	0.834	1
1	8.136e-06	0.998060297162405	0.8084	0.8125	0.912	1	1	9.29	1.199	0.825	26.6	0.801951528011497	0.751097448967826	4
0	0.9915	0.0766809108450438	0	-0.9225	0.264	1	0.996	5.304	0.168	0	12.93	2.95853904142978e-05	0.016	9
0	0.2384	0.99354249820686	0	-1.0558	0.21	1	0.983	7.986	1.011	0.583	24.2	0.993757479488505	0.946	9
1	0.0003839	0.99868268970184	0.3308	-0.4612	0.614	1	0.922	9.955	1.038	0.88	33	0.638147747055504	0.594246720056714	1
1	8.121102e-06	0.983541782561879	0.9994	0.7996	0.907	1	0.85	6.558	0.239	0.945	24.6	0.00258692579045947	0.162	3
1	0.001162	0.81980891359844	0.0215	-0.9896	0.03	1	0.999	0.926	1.061	0	4.711	6.72817507734988e-05	0.01	9
0	8.121102e-06	0.988236438339708	0.7003	0.6231	0.9	1	1	7.602	1.061	0.886	31	0.989622087472264	0.914	9
0	5.882e-05	0.919300269099877	0.058	-1.08	0.037	1	1	4.471	1.199	0.253	11.17	0.000278095606239636	0.022	2
0	0.002601	0.991061579533309	0.0421	-1.0996	0.251	1	0.792	9.32	1.048	0.391	24.2	0.419613669596714	0.400945763367541	1
1	8.121102e-06	0.995370206408422	0.5765	0.2338	0.79	1	0.998	9.488	0.953	0.873	29.6	0.94792087437102	0.818	2
0	0.001992	0.995349686771587	0.0708	-1.0186	0.121	1	0.94	3.595	1.193	0.462	22.8	0.00418692526818407	0.256712529526719	4
1	8.121102e-06	0.994960169132815	0.8972	0.9041	0.87	1	0.746	7.537	0.892	0.372	23.4	0.978530410756972	0.824	3
1	8.121102e-06	0.994400058896353	0.8933	0.9557	0.866	1	0.725	7.537	0.892	0.364	25.6	0.99949939251141	0.942	4
1	8.121102e-06	0.996147146144725	0.7818	0.6573	0.751	1	1	9.598	0.993	0.324	23.7	0.947119076720181	0.606	5
0	0.01325	0.995424434443716	0.0217	-1.0975	0.086	1	0.46	3.101	1.048	0.034	13.21	0.997163804252179	0.864	1
1	8.121102e-06	0.993656069581138	0.8743	1.0582	0.912	1	0.996	5.775	0.935	0.945	28.8	0.833048195597907	0.63	3
